Author,Date,Reactions
waynebrady_,2023-08-26T18:10:39.6790000+00:00,0
waynebrady_,2023-08-26T18:10:46.3870000+00:00,0
hydus,2023-08-26T18:11:13.4360000+00:00,0
howyudoinn,2023-08-26T18:12:17.4260000+00:00,0
waynebrady_,2023-08-26T18:12:25.2740000+00:00,0
howyudoinn,2023-08-26T18:12:59.1270000+00:00,0
robyntact,2023-08-26T18:14:14.5270000+00:00,0
robyntact,2023-08-26T18:14:16.6920000+00:00,0
artemisboi,2023-08-26T18:14:21.9760000+00:00,0
artemisboi,2023-08-26T18:14:26.2730000+00:00,0
robyntact,2023-08-26T18:14:34.4220000+00:00,0
artemisboi,2023-08-26T18:14:40.6590000+00:00,0
artemisboi,2023-08-26T18:14:53.1390000+00:00,1
howyudoinn,2023-08-26T18:16:00.6860000+00:00,0
howyudoinn,2023-08-26T18:16:09.2240000+00:00,0
robyntact,2023-08-26T18:16:12.5740000+00:00,0
howyudoinn,2023-08-26T18:16:14.4600000+00:00,0
howyudoinn,2023-08-26T18:16:21.2220000+00:00,0
howyudoinn,2023-08-26T18:16:26.5520000+00:00,1
robyntact,2023-08-26T18:17:42.3070000+00:00,0
hydus,2023-08-26T18:18:44.3950000+00:00,0
hydus,2023-08-26T18:19:33.3030000+00:00,0
hydus,2023-08-26T18:20:10.3670000+00:00,0
hydus,2023-08-26T18:20:24.7200000+00:00,0
waynebrady_,2023-08-26T18:20:40.1900000+00:00,0
goldysi,2023-08-26T18:20:44.8860000+00:00,0
robyntact,2023-08-26T18:20:45.5190000+00:00,0
robyntact,2023-08-26T18:20:49.7460000+00:00,0
robyntact,2023-08-26T18:20:59.5610000+00:00,0
goldysi,2023-08-26T18:21:02.6250000+00:00,0
robyntact,2023-08-26T18:21:04.5970000+00:00,0
robyntact,2023-08-26T18:21:17.5670000+00:00,0
robyntact,2023-08-26T18:21:20.3780000+00:00,0
hydus,2023-08-26T18:21:23.6000000+00:00,0
hydus,2023-08-26T18:21:49.2530000+00:00,1
howyudoinn,2023-08-26T18:21:55.5730000+00:00,1
howyudoinn,2023-08-26T18:22:09.8820000+00:00,0
howyudoinn,2023-08-26T18:22:10.8270000+00:00,0
hydus,2023-08-26T18:22:11.2950000+00:00,0
goldysi,2023-08-26T18:22:18.1350000+00:00,0
goldysi,2023-08-26T18:22:25.1280000+00:00,0
hydus,2023-08-26T18:22:36.5710000+00:00,0
goldysi,2023-08-26T18:22:37.7850000+00:00,0
aerolfos,2023-08-26T18:22:58.3910000+00:00,0
hydus,2023-08-26T18:23:08.9580000+00:00,0
hydus,2023-08-26T18:29:07.1890000+00:00,0
hydus,2023-08-26T18:29:20.6340000+00:00,0
rainrin.,2023-08-26T18:48:02.5240000+00:00,0
algent,2023-08-26T18:56:52.8590000+00:00,0
aerolfos,2023-08-26T19:02:22.0220000+00:00,0
aerolfos,2023-08-26T19:02:30.2160000+00:00,0
robyntact,2023-08-26T19:03:00.5050000+00:00,0
robyntact,2023-08-26T19:03:08.8880000+00:00,0
aerolfos,2023-08-26T19:03:33.7020000+00:00,0
robyntact,2023-08-26T19:03:40.6180000+00:00,0
robyntact,2023-08-26T19:03:55.6900000+00:00,0
aerolfos,2023-08-26T19:03:58.4260000+00:00,0
robyntact,2023-08-26T19:04:05.4740000+00:00,0
robyntact,2023-08-26T19:04:11.9360000+00:00,0
aerolfos,2023-08-26T19:04:15.8030000+00:00,1
goldysi,2023-08-26T19:20:28.7910000+00:00,0
goldysi,2023-08-26T19:20:35.0220000+00:00,1
robyntact,2023-08-26T19:22:38.4470000+00:00,0
robyntact,2023-08-26T19:22:39.7350000+00:00,0
botcommander,2023-08-26T19:24:32.4200000+00:00,0
kiwimeowahura,2023-08-26T19:25:39.8530000+00:00,0
aerolfos,2023-08-26T19:28:33.6300000+00:00,0
aerolfos,2023-08-26T19:28:53.0540000+00:00,0
aerolfos,2023-08-26T19:29:17.8310000+00:00,0
pseudo0412,2023-08-26T19:42:10.7050000+00:00,0
aerolfos,2023-08-26T19:43:47.5680000+00:00,0
pseudo0412,2023-08-26T19:52:59.3190000+00:00,0
robyntact,2023-08-26T19:56:57.4510000+00:00,0
robyntact,2023-08-26T19:57:02.2660000+00:00,0
robyntact,2023-08-26T19:57:17.1790000+00:00,0
aerolfos,2023-08-26T19:57:36.6690000+00:00,0
aerolfos,2023-08-26T19:57:39.1910000+00:00,0
aerolfos,2023-08-26T19:57:57.7940000+00:00,0
aerolfos,2023-08-26T19:58:27.5760000+00:00,0
robyntact,2023-08-26T19:58:34.1990000+00:00,0
khetrak,2023-08-26T19:58:36.8240000+00:00,0
robyntact,2023-08-26T19:58:43.4320000+00:00,0
aerolfos,2023-08-26T19:58:47.3920000+00:00,0
aerolfos,2023-08-26T19:59:01.8120000+00:00,0
robyntact,2023-08-26T19:59:09.3340000+00:00,0
robyntact,2023-08-26T19:59:11.8560000+00:00,0
robyntact,2023-08-26T19:59:19.3900000+00:00,0
aerolfos,2023-08-26T19:59:57.9090000+00:00,0
robyntact,2023-08-26T20:00:03.7490000+00:00,0
aerolfos,2023-08-26T20:00:08.8270000+00:00,0
robyntact,2023-08-26T20:00:10.8700000+00:00,0
aerolfos,2023-08-26T20:00:15.9990000+00:00,0
robyntact,2023-08-26T20:00:21.7320000+00:00,0
aerolfos,2023-08-26T20:00:38.3420000+00:00,0
aerolfos,2023-08-26T20:00:47.1880000+00:00,0
robyntact,2023-08-26T20:01:02.6530000+00:00,0
robyntact,2023-08-26T20:01:07.9120000+00:00,0
robyntact,2023-08-26T20:01:13.9620000+00:00,0
aerolfos,2023-08-26T20:01:21.7550000+00:00,0
robyntact,2023-08-26T20:01:32.6780000+00:00,0
aerolfos,2023-08-26T20:01:36.2950000+00:00,0
robyntact,2023-08-26T20:01:41.9950000+00:00,0
robyntact,2023-08-26T20:02:15.0250000+00:00,0
robyntact,2023-08-26T20:03:16.4850000+00:00,0
robyntact,2023-08-26T20:03:23.1960000+00:00,0
robyntact,2023-08-26T20:03:26.8820000+00:00,0
robyntact,2023-08-26T20:03:29.7200000+00:00,0
robyntact,2023-08-26T20:03:47.0440000+00:00,0
kiwimeowahura,2023-08-26T20:04:21.9590000+00:00,0
kiwimeowahura,2023-08-26T20:04:41.1830000+00:00,0
tadakichi,2023-08-26T20:25:10.6970000+00:00,0
tadakichi,2023-08-26T20:25:13.1340000+00:00,1
aerolfos,2023-08-26T20:33:30.6340000+00:00,1
aerolfos,2023-08-26T20:34:47.8230000+00:00,0
nmbk,2023-08-26T20:35:57.9970000+00:00,0
aerolfos,2023-08-26T20:37:45.7150000+00:00,0
druss_malka,2023-08-26T20:40:39.0880000+00:00,0
mimiyume,2023-08-26T21:20:02.2980000+00:00,0
robyntact,2023-08-26T21:28:11.1220000+00:00,0
robyntact,2023-08-26T21:28:30.1550000+00:00,1
mimiyume,2023-08-26T21:28:43.8640000+00:00,0
aerolfos,2023-08-26T21:33:45.5460000+00:00,0
casualties_,2023-08-26T21:39:18.7580000+00:00,0
casualties_,2023-08-26T21:39:59.1750000+00:00,0
goldysi,2023-08-26T21:40:43.3880000+00:00,0
hydus,2023-08-26T21:43:03.5540000+00:00,0
aerolfos,2023-08-26T21:43:27.5270000+00:00,0
hydus,2023-08-26T21:43:37.0550000+00:00,0
aerolfos,2023-08-26T21:43:37.1580000+00:00,0
casualties_,2023-08-26T21:43:50.7280000+00:00,0
casualties_,2023-08-26T21:43:54.8010000+00:00,0
aerolfos,2023-08-26T21:43:58.8600000+00:00,0
hydus,2023-08-26T21:44:19.4870000+00:00,0
hydus,2023-08-26T21:44:27.1640000+00:00,0
hydus,2023-08-26T21:44:36.7560000+00:00,0
hydus,2023-08-26T21:45:22.6760000+00:00,0
casualties_,2023-08-26T21:45:27.2290000+00:00,0
casualties_,2023-08-26T21:45:51.5270000+00:00,0
hydus,2023-08-26T21:45:56.1340000+00:00,0
casualties_,2023-08-26T21:46:02.8590000+00:00,0
aerolfos,2023-08-26T22:11:31.5740000+00:00,0
hydus,2023-08-26T22:14:15.0100000+00:00,0
aerolfos,2023-08-26T22:16:19.2610000+00:00,0
aerolfos,2023-08-26T22:16:33.6320000+00:00,0
aerolfos,2023-08-26T22:17:00.7190000+00:00,0
hydus,2023-08-26T22:52:13.9540000+00:00,0
